project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/storage/message/MessageBlockTest.java,com.dianping.cat.storage.message.MessageBlockTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/message/storage/MessageBlock.java,com.dianping.cat.message.storage.MessageBlock,0.4444444444444444,27.0,0.9333333333333332,1,1,0,1,0,0,1,0,47,189.2291802928651,12,2,4,4,4,3,22,16,6,6,-0.047619047619047616,2,0.28125,0,0,0.0,8,4,0,4,13,0.0025893899146467447,49,221.52578480838048,12,10,11,11,1,1,0,0,0,0,1.0,0,1.0,0,0,0.0,1,1,0,1,2,0.000870410876814276,0,0,0,0,0,0,0,0,0.919529065489769,0.3585545122623444
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/server/ServerConfigManagerTest.java,com.dianping.cat.server.ServerConfigManagerTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/config/server/ServerConfigManager.java,com.dianping.cat.config.server.ServerConfigManager,0.3878923766816144,446.0,0.6791044776119403,1,1,0,1,1,0,0,0,328,1719.8704469087706,112,22,85,42,4,4,160,0,191,192,0.5107692307692308,7,0.21296296296296294,7,7,3.5,27,4,1,3,98,0.0,42,204.4043782175737,22,5,21,21,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,2,0.0,0,0,0,0,0,1,0,1,0.696832854990606,0.318777859210968
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/message/codec/HtmlMessageCodecTest.java,com.dianping.cat.message.codec.HtmlMessageCodecTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/message/codec/HtmlMessageCodec.java,com.dianping.cat.message.codec.HtmlMessageCodec,0.6761710794297352,491.0,0.8662790697674418,1,0,0,1,1,0,0,0,575,3103.205760926999,108,23,94,3,7,5,65,39,26,30,0.21794871794871795,2,0.17346938775510204,0,0,0.2333333333333333,14,7,1,5,50,0.0,329,1821.9064738481156,122,25,102,0,0,0,190,190,0,29,0.05847953216374269,0,0.0,0,8,0.2457627118644068,20,0,0,0,45,0.0,0,0,0,0,0,1,0,1,0.6946466323552709,0.418795624631457
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/message/codec/WaterfallMessageCodecTest.java,com.dianping.cat.message.codec.WaterfallMessageCodecTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/message/codec/WaterfallMessageCodec.java,com.dianping.cat.message.codec.WaterfallMessageCodec,0.8967921896792189,717.0,0.890625,1,0,0,0,1,0,0,0,915,5468.162612890355,141,15,126,3,5,4,77,49,28,35,0.2307692307692308,3,0.16,0,0,0.32432432432432434,15,5,1,4,50,0.0,105,453.17162174774904,38,15,28,4,4,4,40,35,5,12,0.08333333333333333,2,0.25,0,0,1.0,10,4,0,4,24,0.0,0,0,0,0,1,1,0,1,0.7666060623093005,0.6398335412144661
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/service/IpServiceTest.java,com.dianping.cat.service.IpServiceTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/service/IpService.java,com.dianping.cat.service.IpService,0.1524822695035461,282.0,0.8402366863905325,0,0,0,0,0,0,0,0,409,1977.5759546028448,85,9,74,7,13,5,50,45,5,14,0.08888888888888889,0,0.16083916083916086,0,3,0.9,11,13,0,13,41,0.0,30,247.43799451890843,11,3,9,9,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,6,0.010771690867841244,0,0,0,0,0,0,0,0,0.7108414552865491,0.6885469853878021
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/service/DefaultReportManagerTest.java,com.dianping.cat.service.DefaultReportManagerTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/report/DefaultReportManager.java,com.dianping.cat.report.DefaultReportManager,0.7586206896551724,232.0,0.8378378378378378,1,1,0,0,1,0,0,0,319,1791.7959999119573,90,23,71,11,9,9,133,95,38,40,0.1437908496732026,2,0.18128654970760236,1,1,1.0,19,9,1,8,46,0.0,250,1137.87750311013,34,22,29,29,10,7,0,0,10,10,1.0,0,0.54,2,2,0.0,5,10,0,10,8,0.0,0,0,0,0,0,1,0,1,0.633916516249117,0.7676266328646586
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/service/ModelResponseTest.java,com.dianping.cat.service.ModelResponseTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/report/service/ModelResponse.java,com.dianping.cat.report.service.ModelResponse,0.9230769230769232,13.0,1.0,1,1,0,0,1,0,1,0,30,115.84240491100657,6,0,1,1,2,2,4,0,6,6,0.3333333333333333,2,0.6,1,1,0.0,5,2,0,2,9,0.020780304446816444,24,89.51186685654442,7,3,6,6,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.0008880171226337553,0,0,0,0,0,0,0,0,0.8830959439277649,0.4348655939102173
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/service/ModelRequestTest.java,com.dianping.cat.service.ModelRequestTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/report/service/ModelRequest.java,com.dianping.cat.report.service.ModelRequest,0.7173913043478259,46.0,0.7272727272727273,1,1,0,0,1,0,0,0,65,270.72165256746143,17,2,7,3,4,4,28,11,17,18,0.25,2,0.375,1,1,1.0,10,4,0,4,21,0.0,30,141.5851615578969,10,4,9,9,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.8199972808361053,0.5499147176742554
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/task/TaskManagerTest.java,com.dianping.cat.task.TaskManagerTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/task/TaskManager.java,com.dianping.cat.task.TaskManager,0.5888888888888889,90.0,0.6829268292682927,1,1,0,0,0,0,0,0,229,720.712472796807,54,8,28,1,9,4,325,325,0,28,0.01,3,0.02991452991452992,0,0,0.42857142857142855,26,9,5,4,54,0.0,85,476.6692645881871,16,10,14,14,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,6,0.0,0,0,0,0,0,0,0,1,0.8326887893180053,0.3939037919044495
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/analysis/AbstractMessageAnalyzerTest.java,com.dianping.cat.analysis.AbstractMessageAnalyzerTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/analysis/AbstractMessageAnalyzer.java,com.dianping.cat.analysis.AbstractMessageAnalyzer,0.4352941176470588,85.0,0.8125,1,1,0,0,0,0,0,0,139,729.5462499245282,23,8,9,9,11,5,85,79,6,10,-0.038461538461538464,1,0.07792207792207792,0,0,4.0,14,11,3,3,26,0.0,123,638.6329855895267,23,9,21,21,0,0,1,1,0,0,-2.0,0,0.0,0,4,0.0,2,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0.8824460804462433,0.7949449883566962
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/analysis/PeriodTaskTest.java,com.dianping.cat.analysis.PeriodTaskTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/analysis/PeriodTask.java,com.dianping.cat.analysis.PeriodTask,0.3164556962025317,79.0,0.5675675675675675,1,1,0,0,0,0,0,0,103,570.9520910506651,27,9,18,18,6,5,13,0,23,23,0.5357142857142857,1,0.3148148148148148,2,2,0.0,9,6,0,6,17,0.0,79,499.5684014685383,11,8,10,10,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0.7356643875439962,0.8288040203707558
cat,cat-core,2aeb6bc786053468193c9beec59047d19887f898,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/test/java/com/dianping/cat/statistic/ServerStatisticManagerTest.java,com.dianping.cat.statistic.ServerStatisticManagerTest,/home/ubuntu/scripts_mutation/projects/cat/cat-core/src/main/java/com/dianping/cat/statistic/ServerStatisticManager.java,com.dianping.cat.statistic.ServerStatisticManager,0.8653846153846154,52.0,1.0,1,1,0,0,0,0,0,0,88,413.0332054185017,46,1,30,1,3,3,117,114,3,18,0.028571428571428567,7,0.10416666666666667,0,5,1.4444444444444444,16,3,1,2,19,0.0,72,414.9284990749561,36,3,34,17,0,0,1,1,0,1,0.0,0,0.0,0,0,0.5,2,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0.7916424088180065,0.3467970620840788
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/XMLLoggerTest.java,com.puppycrawl.tools.checkstyle.XMLLoggerTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/XMLLogger.java,com.puppycrawl.tools.checkstyle.XMLLogger,0.5194085027726433,541.0,1.0,0,1,0,0,0,0,0,0,385,2773.252997221509,74,15,58,4,7,6,86,52,34,44,0.2761904761904762,2,0.1875,1,1,0.9230769230769232,16,7,0,7,42,0.0,390,1382.4024152303652,153,13,133,133,1,1,19,0,171,171,0.8888888888888888,1,0.95,9,9,0.0,20,1,0,1,57,0.0,0,0,0,0,0,1,0,0,0.7508055314421653,0.6262696764685891
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java,com.puppycrawl.tools.checkstyle.CheckerTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/Checker.java,com.puppycrawl.tools.checkstyle.Checker,0.4197218710493047,791.0,1.0,0,1,0,1,0,1,0,0,623,4660.281590612482,98,35,65,4,19,14,451,374,77,87,0.11088709677419356,1,0.08931419457735247,1,1,0.9375,33,19,1,18,82,0.0,1336,5931.7535289232665,454,68,410,410,1,1,880,814,66,70,0.029900332225913626,32,0.2727272727272727,1,25,0.0,44,1,1,0,124,0.0,0,0,0,0,0,1,0,1,0.829990311553984,0.6832257779697849
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/XmlLoaderTest.java,com.puppycrawl.tools.checkstyle.XmlLoaderTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/XmlLoader.java,com.puppycrawl.tools.checkstyle.XmlLoader,0.06756756756756757,74.0,0.4230769230769231,0,0,0,0,0,0,0,0,150,1342.2783921774624,21,11,16,16,2,2,8,6,2,2,-0.3333333333333333,3,0.4,0,0,0.0,5,2,0,2,15,0.0,60,167.91594309627072,7,10,5,5,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,0.007232457399368286,0,0,0,0,0,1,0,0,0.7636569270065853,0.6392804384231567
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/SuppressionsStringPrinterTest.java,com.puppycrawl.tools.checkstyle.SuppressionsStringPrinterTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/SuppressionsStringPrinter.java,com.puppycrawl.tools.checkstyle.SuppressionsStringPrinter,0.4545454545454545,66.0,1.0,0,0,0,1,1,1,0,0,102,726.4140789508904,17,12,14,1,2,2,3,3,0,1,-1.0,2,0.3333333333333333,0,0,0.2,3,2,0,2,9,0.0,130,510.62883144263833,32,7,25,25,1,1,18,15,3,3,-0.2,4,0.42857142857142855,0,3,0.0,7,1,0,1,17,0.0,0,0,0,0,0,1,0,0,0.7639944752057394,0.7517706198351723
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/JavaParserTest.java,com.puppycrawl.tools.checkstyle.JavaParserTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavaParser.java,com.puppycrawl.tools.checkstyle.JavaParser,0.396875,320.0,0.9397590361445785,0,0,0,0,0,0,0,0,253,1853.2977447032558,51,19,43,5,1,1,27,26,1,6,-0.047619047619047616,6,0.25,0,0,0.75,8,1,1,0,32,0.0,120,459.638724400205,15,11,9,4,0,0,15,15,0,1,-0.4,0,0.0,0,0,0.5,6,0,0,0,14,0.0,0,0,0,0,0,1,0,1,0.7867522686719894,0.6490247497955958
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/JavadocPropertiesGeneratorTest.java,com.puppycrawl.tools.checkstyle.JavadocPropertiesGeneratorTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavadocPropertiesGenerator.java,com.puppycrawl.tools.checkstyle.JavadocPropertiesGenerator,0.5008605851979346,581.0,1.0,0,0,0,1,0,1,0,0,338,3029.600746231369,71,19,57,4,3,3,90,89,1,14,0.01282051282051282,6,0.09523809523809523,0,0,0.9285714285714286,14,3,0,3,56,0.0,252,1525.612438497255,103,17,88,88,5,4,48,0,57,59,0.4945054945054945,2,0.38666666666666666,4,8,2.0,15,5,2,3,46,0.0,0,0,0,0,0,1,0,0,0.7307048546416419,0.6583413203557332
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/DefaultLoggerTest.java,com.puppycrawl.tools.checkstyle.DefaultLoggerTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultLogger.java,com.puppycrawl.tools.checkstyle.DefaultLogger,0.2777777777777778,198.0,0.8769230769230769,0,1,0,0,1,0,0,0,275,1854.3629354902105,30,10,16,16,8,4,69,47,22,22,0.1153846153846154,1,0.20535714285714285,1,1,0.0,14,8,3,5,30,0.0,161,612.2307402028107,50,16,43,43,0,0,21,21,0,0,-0.4,0,0.0,0,6,0.0,7,0,0,0,12,0.0,0,0,0,0,0,0,0,0,0.8194551574332374,0.5075260448668685
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/JavadocDetailNodeParserTest.java,com.puppycrawl.tools.checkstyle.JavadocDetailNodeParserTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/JavadocDetailNodeParser.java,com.puppycrawl.tools.checkstyle.JavadocDetailNodeParser,0.3425925925925926,648.0,0.7784431137724551,0,1,0,1,0,0,0,0,768,5740.5657372196165,112,29,96,3,7,3,114,108,6,23,0.0761904761904762,2,0.07142857142857142,0,0,0.7333333333333333,16,7,4,3,64,0.0,71,198.87383097122364,13,8,11,11,1,1,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,1,0,1,6,0.0,0,0,0,1,0,1,0,1,0.7905645241340001,0.7396498918533325
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/PackageNamesLoaderTest.java,com.puppycrawl.tools.checkstyle.PackageNamesLoaderTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PackageNamesLoader.java,com.puppycrawl.tools.checkstyle.PackageNamesLoader,0.30917874396135264,207.0,1.0,0,1,0,0,0,0,0,0,190,1376.509875864627,28,18,21,10,7,3,17,13,4,6,0.0,1,0.22448979591836732,0,0,1.5,7,7,0,7,26,0.0,224,964.1643542486563,79,28,70,23,0,0,36,36,0,3,-0.17857142857142858,0,0.0,0,12,1.0,9,0,0,0,23,0.0,0,0,0,0,0,1,0,0,0.788252021585192,0.6672146088547177
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/DefaultConfigurationTest.java,com.puppycrawl.tools.checkstyle.DefaultConfigurationTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultConfiguration.java,com.puppycrawl.tools.checkstyle.DefaultConfiguration,0.5423728813559322,118.0,1.0,0,1,0,0,0,0,0,0,161,897.8285636557158,22,8,10,10,7,6,52,38,14,14,0.054545454545454536,1,0.17857142857142858,1,1,0.0,12,7,0,7,26,0.0,113,467.73867518909714,32,7,24,24,0,0,28,28,0,0,-0.3333333333333333,0,0.0,0,3,0.0,8,0,0,0,10,0.0,0,0,0,0,0,0,0,0,0.8592861394087473,0.6439444869756699
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/TreeWalkerTest.java,com.puppycrawl.tools.checkstyle.TreeWalkerTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/TreeWalker.java,com.puppycrawl.tools.checkstyle.TreeWalker,0.3460526315789474,760.0,0.9378238341968912,0,1,0,1,0,1,0,0,532,3709.503239964015,97,23,73,2,12,9,233,190,43,51,0.11067193675889328,2,0.11805555555555555,0,0,0.5172413793103449,24,12,0,12,73,0.0,651,2472.2618592830663,247,36,221,221,1,1,154,0,171,171,0.4866666666666667,7,0.7307692307692307,6,19,0.0,26,1,1,0,85,0.0,0,0,0,0,0,1,0,1,0.7360967695713043,0.6697674130505704
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/XpathFileGeneratorAuditListenerTest.java,com.puppycrawl.tools.checkstyle.XpathFileGeneratorAuditListenerTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/XpathFileGeneratorAuditListener.java,com.puppycrawl.tools.checkstyle.XpathFileGeneratorAuditListener,0.3157894736842105,152.0,0.9772727272727272,0,1,0,1,0,0,0,0,149,1029.984917589472,22,8,13,13,4,3,30,24,6,6,-0.07142857142857142,2,0.25,0,0,0.0,9,4,0,4,17,0.0,282,1164.4661313834006,55,21,41,2,5,2,85,79,6,16,0.038461538461538464,3,0.15714285714285714,0,2,0.5882352941176471,14,5,0,5,28,0.0,0,0,0,0,0,0,0,0,0.7510755989286635,0.6630993570600238
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/AstTreeStringPrinterTest.java,com.puppycrawl.tools.checkstyle.AstTreeStringPrinterTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/AstTreeStringPrinter.java,com.puppycrawl.tools.checkstyle.AstTreeStringPrinter,0.5939597315436241,298.0,1.0,0,0,0,1,1,1,0,0,208,1448.14533774499,53,10,43,3,4,2,44,43,1,12,0.08333333333333333,3,0.125,0,0,1.0,10,4,0,4,36,0.0,140,436.9652680286167,50,11,37,37,0,0,78,78,0,0,-0.18181818181818185,0,0.0,0,5,0.0,13,0,0,0,36,0.0,0,0,0,0,0,0,0,1,0.8221725821495056,0.8156355390181909
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/DetailNodeTreeStringPrinterTest.java,com.puppycrawl.tools.checkstyle.DetailNodeTreeStringPrinterTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DetailNodeTreeStringPrinter.java,com.puppycrawl.tools.checkstyle.DetailNodeTreeStringPrinter,0.5477178423236515,241.0,1.0,0,0,0,1,0,0,0,0,173,1145.8054679320744,42,12,34,2,1,1,28,28,0,7,0.0,7,0.125,0,0,0.6666666666666666,8,1,0,1,29,0.0,219,783.7136559096516,64,13,51,51,1,1,42,6,36,36,0.3636363636363637,4,0.6923076923076923,3,4,0.0,13,1,0,1,37,0.0,0,0,0,0,0,1,0,1,0.7489279955625534,0.6875620369727795
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/DefinitionsTest.java,com.puppycrawl.tools.checkstyle.DefinitionsTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/Definitions.java,com.puppycrawl.tools.checkstyle.Definitions,0.3333333333333333,3.0,1.0,0,0,0,0,0,0,1,0,37,150.14726130609424,1,0,0,0,1,1,0,0,0,0,1.0,1,0.0,0,0,0.0,1,1,1,0,1,0.9927950501441956,35,45.66783656585135,3,3,2,2,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,2,0.16993612051010132,0,0,0,0,0,0,0,0,0.9825514554977416,0.8003875017166138
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/PackageObjectFactoryTest.java,com.puppycrawl.tools.checkstyle.PackageObjectFactoryTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PackageObjectFactory.java,com.puppycrawl.tools.checkstyle.PackageObjectFactory,0.21314237573715247,1187.0,1.0,0,0,0,0,0,0,0,0,867,6067.248203380992,99,11,68,5,14,7,276,87,189,212,0.4183908045977012,2,0.15207373271889402,1,1,2.25,31,14,9,5,72,0.0,413,1626.1830686661374,144,34,121,121,1,1,238,223,15,15,-0.030303030303030307,17,0.2608695652173913,0,21,0.0,23,1,0,1,45,0.0,0,0,0,1,0,1,0,1,0.8057890774742249,0.5868988293409347
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/AuditEventDefaultFormatterTest.java,com.puppycrawl.tools.checkstyle.AuditEventDefaultFormatterTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/AuditEventDefaultFormatter.java,com.puppycrawl.tools.checkstyle.AuditEventDefaultFormatter,0.5517241379310345,174.0,0.9714285714285714,0,0,0,0,0,0,0,0,123,834.4368251871166,25,3,22,5,2,2,3,3,0,3,1.0,2,0.3333333333333333,0,0,0.75,3,2,0,2,12,0.0,149,505.48527723304886,39,12,33,33,0,0,15,15,0,0,-0.5,0,0.0,0,5,0.0,6,0,0,0,14,0.0,0,0,0,0,0,0,0,1,0.639774759610494,0.6058252453804016
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/PropertiesExpanderTest.java,com.puppycrawl.tools.checkstyle.PropertiesExpanderTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/PropertiesExpander.java,com.puppycrawl.tools.checkstyle.PropertiesExpander,0.5121951219512195,41.0,1.0,0,0,0,0,0,0,0,0,60,355.2821231854098,9,4,7,7,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,6,0.02440791949629784,56,212.33244920827926,10,3,8,8,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0.7983854115009308,0.6676468551158905
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/ThreadModeSettingsTest.java,com.puppycrawl.tools.checkstyle.ThreadModeSettingsTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/ThreadModeSettings.java,com.puppycrawl.tools.checkstyle.ThreadModeSettings,0.4693877551020408,49.0,1.0,0,1,0,0,0,0,0,0,101,568.9848984931594,5,1,1,1,7,3,2,0,4,4,0.3333333333333333,0,0.21875,1,1,0.0,4,8,5,3,12,0.0,111,428.7770776054666,28,7,22,22,0,0,15,15,0,0,-0.5,0,0.0,0,3,0.0,6,0,0,0,13,0.0,0,0,0,0,0,0,0,0,0.9066033661365508,0.6611503263314565
checkstyle,,d9e6db4de7c713616d1a6165adf1c7819ac733e0,/home/ubuntu/scripts_mutation/projects/checkstyle/src/test/java/com/puppycrawl/tools/checkstyle/utils/JavadocUtilTest.java,com.puppycrawl.tools.checkstyle.utils.JavadocUtilTest,/home/ubuntu/scripts_mutation/projects/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/utils/JavadocUtil.java,com.puppycrawl.tools.checkstyle.utils.JavadocUtil,0.4048865619546248,573.0,0.8596491228070176,0,1,0,0,0,0,0,0,407,2946.6203483446693,68,16,51,2,7,5,136,136,0,14,-0.016666666666666666,2,0.05882352941176471,0,2,0.75,17,7,1,6,67,0.0,372,1633.9253047331933,138,16,113,113,0,0,300,300,0,0,-0.08695652173913042,0,0.0,0,13,0.0,25,0,0,0,38,0.0,0,0,0,0,0,1,0,1,0.7750253589714274,0.6547950184345246
