project,tested_class,test_class_path,readability
commons-collections,org.apache.commons.collections4.CollectionUtils,commons-collections/src/main/java/org/apache/commons/collections4/CollectionUtils.java,0.6702302002731492
commons-collections,org.apache.commons.collections4.IteratorUtils,commons-collections/src/main/java/org/apache/commons/collections4/IteratorUtils.java,0.649927863904408
commons-collections,org.apache.commons.collections4.MultiMapUtils,commons-collections/src/main/java/org/apache/commons/collections4/MultiMapUtils.java,0.7308717221021652
commons-collections,org.apache.commons.collections4.TransformerUtils,commons-collections/src/main/java/org/apache/commons/collections4/TransformerUtils.java,0.7301771864295006
commons-collections,org.apache.commons.collections4.ComparatorUtils,commons-collections/src/main/java/org/apache/commons/collections4/ComparatorUtils.java,0.676253614100543
commons-collections,org.apache.commons.collections4.iterators.UnmodifiableMapIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableMapIterator.java,0.8365241624414921
commons-collections,org.apache.commons.collections4.iterators.ObjectArrayIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayIterator.java,0.9493453085422516
commons-collections,org.apache.commons.collections4.iterators.UniqueFilterIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/UniqueFilterIterator.java,0.8572415709495544
commons-collections,org.apache.commons.collections4.iterators.ListIteratorWrapper,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ListIteratorWrapper.java,0.7760806679725647
commons-collections,org.apache.commons.collections4.iterators.PermutationIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/PermutationIterator.java,0.7005789279937744
commons-collections,org.apache.commons.collections4.iterators.LoopingListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/LoopingListIterator.java,0.9331725606551537
commons-collections,org.apache.commons.collections4.iterators.SkippingIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/SkippingIterator.java,0.929488480091095
commons-collections,org.apache.commons.collections4.iterators.FilterListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/FilterListIterator.java,0.8875458268892198
commons-collections,org.apache.commons.collections4.iterators.ZippingIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ZippingIterator.java,0.8206250766913096
commons-collections,org.apache.commons.collections4.iterators.UnmodifiableListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableListIterator.java,0.8643217113885012
commons-collections,org.apache.commons.collections4.iterators.ReverseListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ReverseListIterator.java,0.9214225899089467
commons-collections,org.apache.commons.collections4.iterators.FilterIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/FilterIterator.java,0.9293539903380654
commons-collections,org.apache.commons.collections4.iterators.SingletonIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/SingletonIterator.java,0.9498603741327921
commons-collections,org.apache.commons.collections4.iterators.ObjectArrayListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayListIterator.java,0.9547016241333701
commons-collections,org.apache.commons.collections4.iterators.BoundedIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/BoundedIterator.java,0.8815581202507019
commons-collections,org.apache.commons.collections4.iterators.PeekingIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/PeekingIterator.java,0.8121207505464554
commons-collections,org.apache.commons.collections4.iterators.ArrayListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ArrayListIterator.java,0.9473822225223888
commons-collections,org.apache.commons.collections4.iterators.SingletonListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/SingletonListIterator.java,0.9520434791391547
commons-collections,org.apache.commons.collections4.iterators.PushbackIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/PushbackIterator.java,0.8113939613103867
commons-collections,org.apache.commons.collections4.iterators.LoopingIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/LoopingIterator.java,0.9174027343591055
commons-collections,org.apache.commons.collections4.iterators.LazyIteratorChain,commons-collections/src/main/java/org/apache/commons/collections4/iterators/LazyIteratorChain.java,0.862797224521637
commons-collections,org.apache.commons.collections4.iterators.IteratorEnumeration,commons-collections/src/main/java/org/apache/commons/collections4/iterators/IteratorEnumeration.java,0.9516782661279043
commons-collections,org.apache.commons.collections4.iterators.ArrayIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ArrayIterator.java,0.9515269615433433
commons-collections,org.apache.commons.collections4.iterators.NodeListIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/NodeListIterator.java,0.8259785175323486
commons-collections,org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableOrderedMapIterator.java,0.8548938482999802
commons-collections,org.apache.commons.collections4.iterators.IteratorChain,commons-collections/src/main/java/org/apache/commons/collections4/iterators/IteratorChain.java,0.8806932951722827
commons-collections,org.apache.commons.collections4.iterators.CollatingIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/CollatingIterator.java,0.8478535142811862
commons-collections,org.apache.commons.collections4.iterators.ObjectGraphIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectGraphIterator.java,0.8035434260964394
commons-collections,org.apache.commons.collections4.iterators.UnmodifiableIterator,commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableIterator.java,0.8129868805408478
commons-collections,org.apache.commons.collections4.comparators.TransformingComparator,commons-collections/src/main/java/org/apache/commons/collections4/comparators/TransformingComparator.java,0.8461302757263184
commons-collections,org.apache.commons.collections4.splitmap.TransformedSplitMap,commons-collections/src/main/java/org/apache/commons/collections4/splitmap/TransformedSplitMap.java,0.7791299576109106
commons-collections,org.apache.commons.collections4.comparators.FixedOrderComparator,commons-collections/src/main/java/org/apache/commons/collections4/comparators/FixedOrderComparator.java,0.8264476557572683
commons-collections,org.apache.commons.collections4.comparators.ComparatorChain,commons-collections/src/main/java/org/apache/commons/collections4/comparators/ComparatorChain.java,0.8439600600136651
commons-collections,org.apache.commons.collections4.comparators.ComparableComparator,commons-collections/src/main/java/org/apache/commons/collections4/comparators/ComparableComparator.java,0.9239609360694885
commons-collections,org.apache.commons.collections4.comparators.ReverseComparator,commons-collections/src/main/java/org/apache/commons/collections4/comparators/ReverseComparator.java,0.898436987400055
commons-collections,org.apache.commons.collections4.comparators.BooleanComparator,commons-collections/src/main/java/org/apache/commons/collections4/comparators/BooleanComparator.java,0.9611406260066562
commons-collections,org.apache.commons.collections4.collection.UnmodifiableCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/UnmodifiableCollection.java,0.7594044307867686
commons-collections,org.apache.commons.collections4.collection.UnmodifiableBoundedCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/UnmodifiableBoundedCollection.java,0.7467345549510076
commons-collections,org.apache.commons.collections4.collection.SynchronizedCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/SynchronizedCollection.java,0.8844381272792816
commons-collections,org.apache.commons.collections4.collection.TransformedCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/TransformedCollection.java,0.689305671623775
commons-collections,org.apache.commons.collections4.collection.PredicatedCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/PredicatedCollection.java,0.7915879913738796
commons-collections,org.apache.commons.collections4.collection.CompositeCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/CompositeCollection.java,0.8381749859877995
commons-collections,org.apache.commons.collections4.collection.IndexedCollection,commons-collections/src/main/java/org/apache/commons/collections4/collection/IndexedCollection.java,0.7982981503009796
commons-collections,org.apache.commons.collections4.keyvalue.DefaultKeyValue,commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/DefaultKeyValue.java,0.8890464968151517
commons-collections,org.apache.commons.collections4.keyvalue.TiedMapEntry,commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/TiedMapEntry.java,0.8914683886936733
commons-collections,org.apache.commons.collections4.keyvalue.MultiKey,commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/MultiKey.java,0.9351307834897723
commons-collections,org.apache.commons.collections4.keyvalue.DefaultMapEntry,commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/DefaultMapEntry.java,0.9391282002131144
commons-collections,org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry,commons-collections/src/main/java/org/apache/commons/collections4/keyvalue/UnmodifiableMapEntry.java,0.9271990656852722
commons-collections,org.apache.commons.collections4.queue.TransformedQueue,commons-collections/src/main/java/org/apache/commons/collections4/queue/TransformedQueue.java,0.8063036402066549
commons-collections,org.apache.commons.collections4.queue.PredicatedQueue,commons-collections/src/main/java/org/apache/commons/collections4/queue/PredicatedQueue.java,0.8875059187412262
commons-collections,org.apache.commons.collections4.queue.UnmodifiableQueue,commons-collections/src/main/java/org/apache/commons/collections4/queue/UnmodifiableQueue.java,0.8194973937102726
commons-collections,org.apache.commons.collections4.queue.CircularFifoQueue,commons-collections/src/main/java/org/apache/commons/collections4/queue/CircularFifoQueue.java,0.8424244051178297
commons-collections,org.apache.commons.collections4.bag.CollectionSortedBag,commons-collections/src/main/java/org/apache/commons/collections4/bag/CollectionSortedBag.java,0.8129923722960732
commons-collections,org.apache.commons.collections4.bag.CollectionBag,commons-collections/src/main/java/org/apache/commons/collections4/bag/CollectionBag.java,0.891728937625885
commons-collections,org.apache.commons.collections4.functors.EqualPredicate,commons-collections/src/main/java/org/apache/commons/collections4/functors/EqualPredicate.java,0.8267864088217417
commons-collections,org.apache.commons.collections4.functors.NullPredicate,commons-collections/src/main/java/org/apache/commons/collections4/functors/NullPredicate.java,0.9468139857053757
commons-collections,org.apache.commons.collections4.functors.CatchAndRethrowClosure,commons-collections/src/main/java/org/apache/commons/collections4/functors/CatchAndRethrowClosure.java,0.9520532190799713
commons-collections,org.apache.commons.collections4.functors.AllPredicate,commons-collections/src/main/java/org/apache/commons/collections4/functors/AllPredicate.java,0.7871959209442139
commons-collections,org.apache.commons.collections4.functors.ComparatorPredicate,commons-collections/src/main/java/org/apache/commons/collections4/functors/ComparatorPredicate.java,0.7469611912965775
commons-collections,org.apache.commons.collections4.list.UnmodifiableList,commons-collections/src/main/java/org/apache/commons/collections4/list/UnmodifiableList.java,0.7623927034437656
commons-collections,org.apache.commons.collections4.list.FixedSizeList,commons-collections/src/main/java/org/apache/commons/collections4/list/FixedSizeList.java,0.8283442556858063
commons-collections,org.apache.commons.collections4.list.PredicatedList,commons-collections/src/main/java/org/apache/commons/collections4/list/PredicatedList.java,0.8219274994399812
commons-collections,org.apache.commons.collections4.list.TransformedList,commons-collections/src/main/java/org/apache/commons/collections4/list/TransformedList.java,0.8038511950718729
commons-collections,org.apache.commons.collections4.list.GrowthList,commons-collections/src/main/java/org/apache/commons/collections4/list/GrowthList.java,0.8406081455094474
commons-collections,org.apache.commons.collections4.list.SetUniqueList,commons-collections/src/main/java/org/apache/commons/collections4/list/SetUniqueList.java,0.8529647814816442
commons-collections,org.apache.commons.collections4.map.UnmodifiableOrderedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/UnmodifiableOrderedMap.java,0.6979471867283186
commons-collections,org.apache.commons.collections4.map.PredicatedSortedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/PredicatedSortedMap.java,0.633449998166826
commons-collections,org.apache.commons.collections4.map.LazySortedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/LazySortedMap.java,0.6880843991583044
commons-collections,org.apache.commons.collections4.map.DefaultedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/DefaultedMap.java,0.6788926223913828
commons-collections,org.apache.commons.collections4.map.FixedSizeMap,commons-collections/src/main/java/org/apache/commons/collections4/map/FixedSizeMap.java,0.783946679188655
commons-collections,org.apache.commons.collections4.map.LazyMap,commons-collections/src/main/java/org/apache/commons/collections4/map/LazyMap.java,0.7056494695799691
commons-collections,org.apache.commons.collections4.map.TransformedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/TransformedMap.java,0.7646455094218254
commons-collections,org.apache.commons.collections4.map.UnmodifiableMap,commons-collections/src/main/java/org/apache/commons/collections4/map/UnmodifiableMap.java,0.7297832171122233
commons-collections,org.apache.commons.collections4.map.CompositeMap,commons-collections/src/main/java/org/apache/commons/collections4/map/CompositeMap.java,0.7678684055805206
commons-collections,org.apache.commons.collections4.map.UnmodifiableSortedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/UnmodifiableSortedMap.java,0.73151075314073
commons-collections,org.apache.commons.collections4.map.MultiValueMap,commons-collections/src/main/java/org/apache/commons/collections4/map/MultiValueMap.java,0.7599928757628879
commons-collections,org.apache.commons.collections4.properties.SortedProperties,commons-collections/src/main/java/org/apache/commons/collections4/properties/SortedProperties.java,0.37215182185173035
commons-collections,org.apache.commons.collections4.map.PredicatedMap,commons-collections/src/main/java/org/apache/commons/collections4/map/PredicatedMap.java,0.7637996872266134
commons-collections,org.apache.commons.collections4.set.MapBackedSet,commons-collections/src/main/java/org/apache/commons/collections4/set/MapBackedSet.java,0.8527990231911341
commons-collections,org.apache.commons.collections4.set.PredicatedSet,commons-collections/src/main/java/org/apache/commons/collections4/set/PredicatedSet.java,0.81798837184906
commons-collections,org.apache.commons.collections4.set.ListOrderedSet,commons-collections/src/main/java/org/apache/commons/collections4/set/ListOrderedSet.java,0.8333862390783098
commons-collections,org.apache.commons.collections4.set.TransformedSet,commons-collections/src/main/java/org/apache/commons/collections4/set/TransformedSet.java,0.7699092626571655
commons-collections,org.apache.commons.collections4.set.CompositeSet,commons-collections/src/main/java/org/apache/commons/collections4/set/CompositeSet.java,0.8497849646313437
cat,com.dianping.cat.message.internal.MessageIdFactory,cat/cat-client/src/main/java/com/dianping/cat/message/internal/MessageIdFactory.java,0.7884597236459906
commons-collections,org.apache.commons.collections4.sequence.SequencesComparator,commons-collections/src/main/java/org/apache/commons/collections4/sequence/SequencesComparator.java,0.765345586836338
cat,com.dianping.cat.Cat,cat/cat-client/src/main/java/com/dianping/cat/Cat.java,0.7526776892382924
cat,com.dianping.cat.message.internal.MockMessageBuilder,cat/cat-client/src/main/java/com/dianping/cat/message/internal/MockMessageBuilder.java,0.7864069127021952
cat,com.dianping.cat.message.spi.codec.PlainTextMessageCodec,cat/cat-client/src/main/java/com/dianping/cat/message/spi/codec/PlainTextMessageCodec.java,0.6348932593440016
cat,com.dianping.cat.status.StatusInfoCollector,cat/cat-client/src/main/java/com/dianping/cat/status/StatusInfoCollector.java,0.4805142936695899
junit4,org.junit.internal.MethodSorter,junit4/src/main/java/org/junit/internal/MethodSorter.java,0.6876260042190552
junit4,org.junit.internal.matchers.ThrowableCauseMatcher,junit4/src/main/java/org/junit/internal/matchers/ThrowableCauseMatcher.java,0.7230664849281311
cat,com.dianping.cat.servlet.CatFilter,cat/cat-client/src/main/java/com/dianping/cat/servlet/CatFilter.java,0.6750542640686035
junit4,org.junit.experimental.categories.CategoryFilterFactory,junit4/src/main/java/org/junit/experimental/categories/CategoryFilterFactory.java,0.599480410416921
junit4,org.junit.internal.matchers.StacktracePrintingMatcher,junit4/src/main/java/org/junit/internal/matchers/StacktracePrintingMatcher.java,0.6324669378144401
junit4,org.junit.internal.builders.AnnotatedBuilder,junit4/src/main/java/org/junit/internal/builders/AnnotatedBuilder.java,0.4559548944234848
junit4,org.junit.validator.AnnotationsValidator,junit4/src/main/java/org/junit/validator/AnnotationsValidator.java,0.45970130644061347
junit4,org.junit.validator.AnnotationValidatorFactory,junit4/src/main/java/org/junit/validator/AnnotationValidatorFactory.java,0.38956573605537415
junit4,org.junit.validator.PublicClassValidator,junit4/src/main/java/org/junit/validator/PublicClassValidator.java,0.8439555764198303
junit4,org.junit.runners.model.FrameworkField,junit4/src/main/java/org/junit/runners/model/FrameworkField.java,0.8379776640371843
junit4,org.junit.runners.parameterized.TestWithParameters,junit4/src/main/java/org/junit/runners/parameterized/TestWithParameters.java,0.789697103202343
junit4,org.junit.runners.model.FrameworkMethod,junit4/src/main/java/org/junit/runners/model/FrameworkMethod.java,0.804930105805397
junit4,org.junit.rules.DisableOnDebug,junit4/src/main/java/org/junit/rules/DisableOnDebug.java,0.9176320791244507
junit4,org.junit.rules.Stopwatch,junit4/src/main/java/org/junit/rules/Stopwatch.java,0.8625308906330782
junit4,org.junit.internal.runners.ErrorReportingRunner,junit4/src/main/java/org/junit/internal/runners/ErrorReportingRunner.java,0.6441725194454193
junit4,org.junit.experimental.theories.suppliers.TestedOnSupplier,junit4/src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java,0.3888489305973053
junit4,org.junit.experimental.theories.ParameterSignature,junit4/src/main/java/org/junit/experimental/theories/ParameterSignature.java,0.5665685161948204
junit4,org.junit.internal.runners.statements.FailOnTimeout,junit4/src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java,0.824188248199575
junit4,org.junit.experimental.theories.PotentialAssignment,junit4/src/main/java/org/junit/experimental/theories/PotentialAssignment.java,0.8170128390192986
junit4,org.junit.experimental.theories.internal.ParameterizedAssertionError,junit4/src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java,0.7418481508890787
junit4,org.junit.experimental.theories.internal.AllMembersSupplier,junit4/src/main/java/org/junit/experimental/theories/internal/AllMembersSupplier.java,0.4604638285107083
junit4,org.junit.experimental.theories.internal.SpecificDataPointsSupplier,junit4/src/main/java/org/junit/experimental/theories/internal/SpecificDataPointsSupplier.java,0.371494397521019
junit4,org.junit.experimental.results.ResultMatchers,junit4/src/main/java/org/junit/experimental/results/ResultMatchers.java,0.8048161566257477
junit4,org.junit.experimental.results.PrintableResult,junit4/src/main/java/org/junit/experimental/results/PrintableResult.java,0.8641988039016724
junit4,org.junit.rules.TestWatcher,junit4/src/main/java/org/junit/rules/TestWatcher.java,0.7457191852422861
junit4,org.junit.rules.RuleChain,junit4/src/main/java/org/junit/rules/RuleChain.java,0.8353186964988708
junit4,org.junit.rules.ExpectedException,junit4/src/main/java/org/junit/rules/ExpectedException.java,0.8687099078122307
junit4,org.junit.internal.runners.rules.RuleMemberValidator,junit4/src/main/java/org/junit/internal/runners/rules/RuleMemberValidator.java,0.5539286475289952
junit4,org.junit.experimental.categories.CategoryValidator,junit4/src/main/java/org/junit/experimental/categories/CategoryValidator.java,0.6008845120668411
junit4,org.junit.runner.Description,junit4/src/main/java/org/junit/runner/Description.java,0.8219557349328641
junit4,org.junit.internal.runners.JUnit4ClassRunner,junit4/src/main/java/org/junit/internal/runners/JUnit4ClassRunner.java,0.7099576011300087
junit4,org.junit.experimental.runners.Enclosed,junit4/src/main/java/org/junit/experimental/runners/Enclosed.java,0.4963615834712982
junit4,org.junit.rules.Timeout,junit4/src/main/java/org/junit/rules/Timeout.java,0.9468226399686601
junit4,org.junit.runners.Suite,junit4/src/main/java/org/junit/runners/Suite.java,0.745966961979866
junit4,org.junit.runner.Runner,junit4/src/main/java/org/junit/runner/Runner.java,0.9454243580500284
junit4,org.junit.internal.TextListener,junit4/src/main/java/org/junit/internal/TextListener.java,0.7878324910998344
junit4,org.junit.runners.BlockJUnit4ClassRunner,junit4/src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java,0.7647772606681374
junit4,org.junit.runners.ParentRunner,junit4/src/main/java/org/junit/runners/ParentRunner.java,0.7719742837879393
junit4,org.junit.internal.runners.SuiteMethod,junit4/src/main/java/org/junit/internal/runners/SuiteMethod.java,0.625074952840805
junit4,org.junit.internal.runners.JUnit38ClassRunner,junit4/src/main/java/org/junit/internal/runners/JUnit38ClassRunner.java,0.7441457897424698
junit4,org.junit.runner.manipulation.Filter,junit4/src/main/java/org/junit/runner/manipulation/Filter.java,0.8986721634864807
junit4,org.junit.ComparisonFailure,junit4/src/main/java/org/junit/ComparisonFailure.java,0.746214223759515
junit4,org.junit.runner.JUnitCore,junit4/src/main/java/org/junit/runner/JUnitCore.java,0.8961406625234164
junit4,org.junit.runner.FilterFactories,junit4/src/main/java/org/junit/runner/FilterFactories.java,0.6181586503982544
junit4,org.junit.runner.JUnitCommandLineParseResult,junit4/src/main/java/org/junit/runner/JUnitCommandLineParseResult.java,0.7284701392054558
junit4,org.junit.runner.notification.SynchronizedRunListener,junit4/src/main/java/org/junit/runner/notification/SynchronizedRunListener.java,0.7959076111966913
junit4,junit.extensions.RepeatedTest,junit4/src/main/java/junit/extensions/RepeatedTest.java,0.841007724404335
junit4,org.junit.runner.notification.RunNotifier,junit4/src/main/java/org/junit/runner/notification/RunNotifier.java,0.8051229119300842
junit4,junit.framework.ComparisonCompactor,junit4/src/main/java/junit/framework/ComparisonCompactor.java,0.4873715005815029
junit4,junit.framework.AssertionFailedError,junit4/src/main/java/junit/framework/AssertionFailedError.java,0.9199503461519877
junit4,org.junit.runner.Result,junit4/src/main/java/org/junit/runner/Result.java,0.8069389814680273
junit4,junit.framework.TestCase,junit4/src/main/java/junit/framework/TestCase.java,0.9091304154957042
junit4,junit.runner.BaseTestRunner,junit4/src/main/java/junit/runner/BaseTestRunner.java,0.8240517742674927
cat,com.dianping.cat.consumer.metric.MetricAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/metric/MetricAnalyzer.java,0.710506599268009
cat,com.dianping.cat.consumer.config.ProductLineConfigManager,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/config/ProductLineConfigManager.java,0.4154696102286207
cat,com.dianping.cat.consumer.problem.ProblemReportConvertor,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/problem/ProblemReportConvertor.java,0.41313138604164124
cat,com.dianping.cat.consumer.problem.ProblemAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/problem/ProblemAnalyzer.java,0.6649284892612033
cat,com.dianping.cat.consumer.problem.ProblemHandler,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/problem/ProblemHandler.java,0.677465908229351
cat,com.dianping.cat.consumer.problem.ProblemReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/problem/ProblemReportMerger.java,0.541561933234334
cat,com.dianping.cat.consumer.state.StateReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/state/StateReportMerger.java,0.5078708902001381
cat,com.dianping.cat.consumer.state.StateAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/state/StateAnalyzer.java,0.5331649120944348
cat,com.dianping.cat.consumer.transaction.TransactionAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/transaction/TransactionAnalyzer.java,0.5640509771183133
cat,com.dianping.cat.consumer.transaction.TransactionReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/transaction/TransactionReportMerger.java,0.5509803096453348
cat,com.dianping.cat.consumer.dump.LocalMessageBucketManager,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/dump/LocalMessageBucketManager.java,0.6290332823991776
cat,com.dianping.cat.consumer.dump.DumpAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/dump/DumpAnalyzer.java,0.768267097381445
cat,com.dianping.cat.consumer.event.EventAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/event/EventAnalyzer.java,0.599084038626064
cat,com.dianping.cat.consumer.event.EventReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/event/EventReportMerger.java,0.6268644162586757
cat,com.dianping.cat.consumer.top.TopReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/top/TopReportMerger.java,0.7920091350873312
cat,com.dianping.cat.consumer.top.TopAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/top/TopAnalyzer.java,0.5743236541748047
cat,com.dianping.cat.consumer.heartbeat.HeartbeatReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/heartbeat/HeartbeatReportMerger.java,0.4982465406258901
cat,com.dianping.cat.consumer.dependency.DependencyReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/dependency/DependencyReportMerger.java,0.5548121556639671
cat,com.dianping.cat.consumer.heartbeat.HeartbeatAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/heartbeat/HeartbeatAnalyzer.java,0.48085950005968864
cat,com.dianping.cat.consumer.dependency.DependencyAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/dependency/DependencyAnalyzer.java,0.5937369693728054
cat,com.dianping.cat.consumer.cross.CrossReportMerger,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/cross/CrossReportMerger.java,0.5718690007925034
gson,com.google.gson.JsonNull,gson/gson/src/main/java/com/google/gson/JsonNull.java,0.9700331687927246
cat,com.dianping.cat.consumer.cross.CrossAnalyzer,cat/cat-consumer/src/main/java/com/dianping/cat/consumer/cross/CrossAnalyzer.java,0.6760641963317476
gson,com.google.gson.DefaultDateTypeAdapter,gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java,0.46529980897903445
gson,com.google.gson.JsonStreamParser,gson/gson/src/main/java/com/google/gson/JsonStreamParser.java,0.9339933276176453
gson,com.google.gson.JsonArray,gson/gson/src/main/java/com/google/gson/JsonArray.java,0.8850782990455628
gson,com.google.gson.internal.bind.ObjectTypeAdapter,gson/gson/src/main/java/com/google/gson/internal/bind/ObjectTypeAdapter.java,0.5187656246125698
gson,com.google.gson.Gson,gson/gson/src/main/java/com/google/gson/Gson.java,0.6748835237324238
gson,com.google.gson.JsonObject,gson/gson/src/main/java/com/google/gson/JsonObject.java,0.9125585754712423
gson,com.google.gson.FieldAttributes,gson/gson/src/main/java/com/google/gson/FieldAttributes.java,0.9296869754791259
gson,com.google.gson.JsonPrimitive,gson/gson/src/main/java/com/google/gson/JsonPrimitive.java,0.8611111552626999
gson,com.google.gson.JsonParser,gson/gson/src/main/java/com/google/gson/JsonParser.java,0.7895093560218811
gson,com.google.gson.internal.JavaVersion,gson/gson/src/main/java/com/google/gson/internal/JavaVersion.java,0.7644753924437931
gson,com.google.gson.GsonBuilder,gson/gson/src/main/java/com/google/gson/GsonBuilder.java,0.8567392174844388
